product_name,category,sub_category,brand,price,description
Chelan HB Two Inflatable Kayak,paddling,kayaks,Aquaglide,999.95,"Designed for all-around use, the Aquaglide HB Two inflatable tandem kayak has a long waterline, flat rocker, and fine-piercing bow for great performance, outstanding tracking and effortless glide."
Chelan HB Tandem XL Inflatable Kayak,paddling,kayaks,Aquaglide,1099.95,"A long waterline, flat rocker, fine-piercing bow and light weight make the Aquaglide Chelan HB Tandem XL inflatable kayak outstanding for day-touring adventures on lakes, rivers and quiet inlets."
C-135 Sit-on-Top Kayak,paddling,kayaks,Eddyline,2199,"With a carrying capacity of 450 lbs., the Eddyline C-135 accommodates larger paddlers or plenty of gear without compromising performance or stability, even when fishing while standing in the kayak."
Hi Life 11.0 Kayak,paddling,kayaks,Perception,799,"Sit, stand and play! The Perception Hi Life 11.0 kayak is stable, even when you're standing or sharing with kids and pets, with a padded deck from bow to stern, it doubles as a stable swim platform."
Tribute 10.0 Kayak,paddling,kayaks,Perception,699,"Smaller-framed paddlers will love the tracking, maneuverability and speed of the Perception Tribute 10.0 kayak. It's the perfect recreational craft for cardio exercise or a full day of paddling."
Stratos 14.5 L Kayak,paddling,kayaks,Dagger,1299,"Stable and forgiving for beginners on quiet water, the Dagger Stratos 14.5 L Kayak also offers intermediate and expert paddlers performance that excels in surf, rock gardens, and open water paddling."
Sandpiper Kayak,paddling,kayaks,Eddyline,1349,"Easy to enter, easy to paddle and easy to cartop, the Eddyline Sandpiper Kayak is an excellent choice for those seeking a stable, lightweight boat for paddling calm lakes and slow-moving rivers."
Sound 9.5 Kayak,paddling,kayaks,Perception,409,"All access fun for recreational paddlers and kayak anglers, the affordable Perception Sound 9.5 kayak is stable and easy to transport; great for lakes, ponds and slow-moving rivers."
Pescador Pro 12.0 Sit-On-Top Kayak - Moss Camo,paddling,kayaks,Perception,879,The moss camo Perception Pescador Pro 12.0 is a real fishing kayak for real enthusiasts. It's chock full of features with the tracking and stability serious anglers come to expect.
Pescador Pro 10.0 Sit-On-Top Kayak,paddling,kayaks,Perception,749,"Chock full of fishy features, with the tracking and stability discerning anglers have come to expect, the Perception Pescador Pro 10.0 is a real fishing kayak for real fishing enthusiasts."
Neo/Nylon Spray Skirt - Large,paddling,kayak-accessories,Delta Kayaks,134.95,"Designed to fit Delta Kayaks with larger touring cockpits, the Large Delta Neo/Nylon Spray Skirt provides a secure, snug fit that keeps waves and deck wash from entering your boat's cockpit."
Neo/Nylon Spray Skirt,paddling,kayak-accessories,Delta Kayaks,134.95,"Designed to fit Delta Kayaks with smaller cockpits, the Small Delta Neo/Nylon Spray Skirt provides a secure, snug fit to keep splashing water and deck wash from entering your boat's cockpit."
SUP Rack Expansion Plates,paddling,kayak-accessories,Suspenz,6.93,The Suspenz SUP expansion plates include all the hardware needed to add a 2nd SUP rack to a freestanding or wall-mounted SUP rack. The end result is a double SUP rack!
Deluxe Boat Rack,paddling,kayak-accessories,Suspenz,99.95,"The Suspenz Deluxe Boat Rack mounts to a wall, keeping your boat up out of the way and gently suspended on straps with no pressure points&#8212;your boat never touches a hard surface."
Bulkhead View Dry Bag - 20 Liters,paddling,paddling-bags-and-cases,SealLine,35.95,"SealLine Bulkhead View 20-liter dry bag's translucent window makes it easy to identify the contents without having to open the bag, and a waterproof valve compress it further once it's been sealed."
Bulkhead Tapered Dry Bag - 20 Liters,paddling,paddling-bags-and-cases,SealLine,49.95,"The SealLine Bulkhead Tapered 20-liter dry bag nestles into your kayak's bow or stern hatch space, maximizing use of available space."
E-Merse Original XL Waterproof Case,paddling,paddling-bags-and-cases,Seattle Sports,15.95,"The E-Merse Original XL waterproof case features large, double-sided windows that allow you to take photos right through the case. XL size fits the iPhone&#174; 6+, Galaxy S4, HTC One and phablets."
Storm Sack Dry Bag - 20L,paddling,paddling-bags-and-cases,SealLine,14.73,"Because drenched clothes and a dead phone don't make for a happy camper, the SealLine Storm Sack won't stand for a single leak. This 20-liter coated nylon dry sack keeps your stuff water-free."
Cirrus Dry Bag,paddling,paddling-bags-and-cases,SealLine,20.73,The Cirrus dry bag is SealLine's lightest watertight protection. It's ideal for lining packs and creating smaller havens of protection.
Storm Sack Dry Bag - 10L,paddling,paddling-bags-and-cases,SealLine,11.73,"Made of durable, polyurethane-coated nylon, the SealLine Storm Sack does not invite water to the party. WIth 10 liters of lightweight storage capacity, it keeps your clothes dry and your phone alive."
OutDry Duffel - Large,paddling,paddling-bags-and-cases,Mountain Hardwear,134.73,The large Mountain Hardwear OutDry&#174; duffel is waterproof and rugged because weather is sometimes questionable and the guy loading baggage on the tarmac doesn't care what's inside it.
OutDry Duffel - Medium,paddling,paddling-bags-and-cases,Mountain Hardwear,123.73,The medium-size Mountain Hardwear OutDry&#174; duffel is waterproof and rugged because weather is unpredictable and the guy loading baggage on the tarmac doesn't care what's inside.
OutDry Duffel - Small,paddling,paddling-bags-and-cases,Mountain Hardwear,111.73,The small Mountain Hardwear OutDry&#174; duffel is waterproof and rugged because weather is uncertain and the guy tossing baggage into the bowels of the bus doesn't care what's inside.
Baggies Shorts - Women's,paddling,paddling-clothing,Patagonia,55,"Soaking up sun or submerged in the sea, the Patagonia Baggies women's shorts offer comfort and quick-drying performance with a durable water repellent (DWR) finish that shakes off water like a duck."
"Hyperfreak Heist Board Shorts - Men's 21"" Outseam",paddling,paddling-clothing,O'Neill,40.93,"O'Neill Hyperfreak Heist board shorts feature a 21 in. outseam, Hyperfreak stretch and a Hyperdry durable water repellent (DWR) treatment for great performance in surf and poolside."
Eclipse Paddling Gloves,paddling,paddling-clothing,Sea to Summit,26.95,The Sea to Summit Eclipse paddling gloves offer light coverage and help you maintain the nuanced feel of your paddle.
Challenge 85 2-Piece Stand Up Paddle,paddling,paddles,Aqua-Bound,189.95,"For the paddler who appreciates a lightweight, durable SUP paddle made with premium materials, Aqua-Bound gives you the Challenge 85 stand up paddle."
Java ST Canoe Paddle,paddling,paddles,Bending Branches,139.95,"The Bending Branches Java ST canoe paddle is for the pure tradtionalist for whom only an all-wood canoe paddle will do. It's lightweight, durable and distinctive."
Explorer Plus Canoe Paddle,paddling,paddles,Bending Branches,119.95,The Bending Branches Explorer Plus canoe paddle is a longtime favorite for both wilderness tripping and flatwater paddling.
Angler Scout Snap Fishing 2-Piece Kayak Paddle,paddling,paddles,Bending Branches,99.95,"For the kayak fisherman just starting out or for those most concerned with affordability, the Bending Branches Angler Scout is what you want."
Mambas Pogies,paddling,paddles,NRS,49.95,The NRS Mamba Pogies give you the ultimate thermal protection for paddling in frigid conditions while allowing a bare-hand grip for maximum paddle control.
Indy Tour 780 Adjustable Stand Up Paddle,paddling,paddles,Accent,229,"With a lightweight carbon shaft and an easy-to-use LeverLock adjustment system, the Accent Indy Tour 780 makes a comfortable and responsive paddle for a variety of adventures, from touring to racing."
Pace Kayak Paddle,paddling,paddles,Accent,400,Superior blade design coupled with an ultralight carbon fiber shaft and a state-of-the-art Kingpin adjustable ferrule make the Accent Pace the ultimate low-angle touring kayak paddle.
Thrive 95 Family Adjustable Stand Up Paddle,paddling,paddles,Werner,138.83,"For the family that shares a paddle board, the Werner Thrive 95 Family adjustable paddle has a lightweight blade with a fiberglass shaft that easily adjusts to fit riders 4 ft. 10 in. to 6 ft. 2 in."
Simba Full-Body Climbing Harness - Kids',climbing,climbing-harnesses,Petzl,59.95,Little tykes have you climbing the walls? Turn the tables on them with this Petzl Simba full-body climbing harness made to fit 5-10 year olds.
Bod Harness,climbing,climbing-harnesses,Black Diamond,49.95,"This all-purpose harness is lightweight and streamlined for alpine routes, yet padded enough for sport climbing."
Solution Climbing Harness - Women's,climbing,climbing-harnesses,Black Diamond,69.95,"For redpoint burns and marathon belays, the women's Black Diamond Solution climbing harness sports a durable, contoured design to support a full range of motion without pressure points."
Momentum Climbing Harness - Kids',climbing,climbing-harnesses,Black Diamond,49.95,"Designed with the same construction as the adult Momentum harnesses, the kids' Black Diamond Momentum climbing harness provides adjustable support and comfort for the mini-me crushers of the world."
Solution Climbing Harness - Men's,climbing,climbing-harnesses,Black Diamond,69.95,"Work your project all day long in the men's Black Diamond Solution climbing harness. Designed to fit the contours of your body, it banishes pressure points so you stay supported and moving freely."
Orion Climbing Harness - Men's,climbing,climbing-harnesses,Edelrid,119.95,"A very comfortable, all-around climbing harness, the men's Edelrid Orion employs 3D-Vent technology and adjustable leg loops for sport and trad climbing."
Momentum DS Climbing Harness - Men's,climbing,climbing-harnesses,Black Diamond,69.95,"One of the most versatile all-purpose harnesses in the Black Diamond lineup, the Momentum DS harness features maximum adjustability and range of fit for entry-level use in all seasons."
Zone Climbing Harness - Men's,climbing,climbing-harnesses,Black Diamond,99.95,"Designed for the lightweight sport climbing redpoint, the Black Diamond Zone harness is a bolt clipper's dream with its breathable stretch woven fabric and comfortable padding."
Tarantula Rock Shoes - Men's,climbing,climbing-shoes,La Sportiva,90,"When you're ready to take the plunge and get your own shoes, the La Sportiva Tarantula rock shoes are a perfect choice. The neutral design makes long days at the gym or crag more comfortable."
Origin Climbing Shoes - Women's,climbing,climbing-shoes,Scarpa,95,"Because no one likes shoving their feet into rubber vice grips, the women's Scarpa Origin climbing shoes take it easy on beginner climbers’ toes with soft padded uppers and a neutral last."
Miura VS Climbing Shoes - Women's,climbing,climbing-shoes,La Sportiva,175,"At home on steep climbs with tiny edges and itty-bitty pockets, the women's La Sportiva VS climbing shoes slip on easily and help you power through hard, pumpy moves with greater control."
Mythos Climbing Shoes - Women's,climbing,climbing-shoes,La Sportiva,145,"The venerable La Sportiva Mythos climbing shoes for women are loved by both pros and beginners. The leather uppers are easy to break in, and the low toe profile is great for crack climbing."
Finale Climbing Shoes - Women's,climbing,climbing-shoes,La Sportiva,99,"With a neutral design and sticky outsoles, the women's La Sportiva Finale climbing shoes balance comfort and performance, ideal for new climbers who want to move to the next level at the gym or crag."
Luchador SC Climbing Shoes - Men's,climbing,climbing-shoes,evolv,68.93,"The all-around Luchador SC shoes offer high-level performance for intermediate-to-advanced climbers who want a glovelike, comfortable fit for indoor and outdoor climbing."
Kataki Lace Climbing Shoes - Women's,climbing,climbing-shoes,La Sportiva,170,"La Sportiva Kataki Lace women's climbing shoes with S-heel&#8482; construction are versatile, high performers, delivering precise performance on a variety of terrain."
Dragontail MNT Hiking Shoes - Men's,climbing,climbing-shoes,Garmont,169.95,"If you prefer a low-cut shoe but still need the stiffness and stability of a boot, the men's Garmont Dragontail MNT hiking shoes are ideal. They're built for mountaineers, backpackers and hikers."
Challenger ATR 3 Trail-Running Shoes - Women's,fitness,running,HOKA ONE ONE,77.83,"When you want to hit the trails and the pavement, the women's Hoka One One Challenger ATR 3 trail-running shoes deliver what you need, offering comfort in the mountains, the streets and beyond."
Gel-Cumulus 19 Road-Running Shoes - Women's,fitness,running,ASICS,89.93,"A contemporized upper signals this latest version of the ASICS Gel-Cumulus 19, equipped with the smooth-riding Convergence Gel Technology cushioning for tremendous shock dissipation."
Trailbender Trail-Running Shoes - Men's,fitness,running,Vasque,64.83,The Vasque Trailbender trail-running shoes are designed to provide comfort and stability mile after mile on wild and rugged trails.
Launch 4 Road-Running Shoes - Men's,fitness,running,Brooks,59.83,"Take your running adventure farther in the cushioned comfort of the Brooks Launch 4 road-running shoes. A responsive, flexible ride and light, streamlined design will have you running your own way."
Constant Velocity Trail-Running Shoes - Women's,fitness,running,Vasque,59.83,"If you want the versatility to run on varied terrain and durability for long-lasting wear, the Vasque Constant Velocity trail-running shoes are for you."
Battery Cable,fitness,running,NOMAD,49.95,"Designed for your rugged life, the NOMAD Battery Cable is sheathed in ballistic nylon. With its portable battery, you can charge your iPhone&#174; when you're near a power outlet or out of bounds."
Ghost 10 Road-Running Shoes - Women's,fitness,running,Brooks,120,"For soft comfort on pavement, the Brooks Ghost 10 road-running shoes get everything right: they damp impact, align with your body's gait and surround your feet with a plush and adaptable fit."
Gel-Cumulus 19 Road-Running Shoes - Men's,fitness,running,ASICS,89.93,"Contemporized uppers signal the latest version of the men's ASICS Gel-Cumulus 19 road-running shoes, equipped with smooth-riding Convergence Gel Technology cushioning for tremendous shock dissipation."
Fenix 5 Sapphire GPS Watch,fitness,running,Garmin,800,"Movement and metrics meet in the Garmin Fenix 5 Sapphire GPS watch. Designed to track the data that makes fitness count, the ultra-versatile Fenix shows just how far your potential can take you."
Chaser Pants - Women's,fitness,running,Brooks,44.83,"Combining style and performance, the women's Brooks Chaser pants add just-right coverage for cool-weather runs and casual style that's ready for postrun coffee and catching up with friends."
Kicker Coral Hydration Snow Pack - Kids' - 1.5 Liters,skiing,ski-packs,CamelBak,60,"Ideal for beginners and young shredders 5 and up, the kids' CamelBak Kicker coral hydration snow pack keeps water flowing freely with a 1.5L Crux reservoir and an insulated drinking tube."
Kicker Hydration Blue Snow Pack - Kids' - 1.5 Liters,skiing,ski-packs,CamelBak,60,"For bunny slopes or big-time runs, the lift-friendly kids' CamelBak Kicker blue hydration snow pack features a 1.5-liter Crux reservoir with an insulated drinking tube to protect water from freezing."
OnTop ABS 28 SL Avalanche Airbag Pack - Women's,skiing,ski-packs,Deuter,598.83,"Ideal for half-day backcountry tours and full-day epics, the OnTop ABS 20 Avalanche Airbag Pack for women unites safety and comfort with the ABS airbag system and Deuter Alpine Back System."
Kode 42 Snow Pack,skiing,ski-packs,Osprey,109.93,"Incorporating design feedback from backcountry professionals and athletes, the updated Osprey Kode 42 snow pack adds logical organization and sharp style to a full day or overnight off-piste venture."
Ride R.A.S Avalanche Airbag Pack,skiing,ski-packs,Mammut,349.83,The Mammut Ride R.A.S. (Removable Airbag System) Airbag pack features an inflatable airbag designed to keep your head at or near the surface of the snow during an avalanche.
Trion Pro 50 + 7 Pack,skiing,ski-packs,Mammut,199.95,"The Mammut Trion Pro 50 + 7 alpine pack sports an extra-durable, nearly waterproof shell with plenty of ski and snow-tool straps for winter expeditions and all-season climbing adventures."
Flip Removable Airbag 3.0 Avalanche Pack,skiing,ski-packs,Mammut,509.95,Be prepared for backcountry and lift-accessed runs alike with the Mammut Flip Removable Airbag 3.0 avalanche pack. An RAS airbag adds float in an avalanche and can be left behind when skiing inbounds.
Heated Pro Boot Pack,snowboarding,snowboard-packs-and-bags,Transpack,199.95,"This heated boot pack plugs into outlets or cars, ensuring ski and snowboard boots are warm and dry to your liking, whether slipping them on for evening runs or consecutive days at the chalet."
Kresta 40 Snow Pack - Women's,snowboarding,snowboard-packs-and-bags,Osprey,190,"Tailored fit and function for women in the backcountry, the Osprey Kresta 40 snow pack is a full-feature system designed to match the needs of off-piste enthusiasts."
Poacher 14L Snow Pack,snowboarding,snowboard-packs-and-bags,DAKINE,63.93,"Offering diagonal ski carry or vertical snowboard carry and a dedicated spot for everything else, the DAKINE Poacher 14 liter snow pack is a minimalist hauler that totes an impressive amount of gear."
Freerider Pro 28 SL Snow Pack - Women's,snowboarding,snowboard-packs-and-bags,Deuter,159,"The Deuter Freerider Pro 28 SL pack brings together a comfortable, women-specific fit with plenty of snow-specific options for pursuing powder in the backcountry on skis, a board or snowshoes."
Day Hiker 31L Snow Pack,snowboarding,snowboard-packs-and-bags,Burton,124.95,The Burton Day Hiker 31 liter pack transitions through all seasons and any adventure with added capacity and the snow-to-street tech of a vertical board carry and a hydration-compatible laptop sleeve.
Creek Chalk Bag,climbing,chalk-and-chalk-bags,Black Diamond,29.95,"Made from burly, waterproof material, the Black Diamond Creek Chalk Bag is built tough for deep crack climbing and squeeze chimney groveling."
Special K Chalk Bag - Colorado Red/Blue,climbing,chalk-and-chalk-bags,Krieg,24.95,The Krieg Special K chalk bag is large enough for any size hands but not so big that it will get in your way. It also lets you rep your Colorado pride while sending that tricky project.
Special K Chalk Bag - Sriracha,climbing,chalk-and-chalk-bags,Krieg,19.93,"Large enough for any size hands but not so big that it will get in your way, the Krieg Special K Sriracha chalk bag is the brand's most popular with climbers for good reason."
Special K Chalk Bag - Ninja,climbing,chalk-and-chalk-bags,Krieg,19.93,"Large enough for any size hands but not so big that it will get in your way, the Krieg Special K chalk bag will help you move like a ninja, whether you're in a gym or at the crag."
Field Book,skiing,avalanche-safety-gear,Backcountry Access,29.95,Log your important snowpack observations and data in the Backcountry Access Field book.
Guide Snow Shovel,skiing,avalanche-safety-gear,Snow Claw,20,"The flexible, lightweight SnowClaw Guide snow shovel can be folded or rolled up to fit in or on any pack."
2-Meter Fiberglass Ruler,skiing,avalanche-safety-gear,Backcountry Access,9.95,The Backcountry Access Collapsible 2-Meter ruler comes in handy when digging snow pits and analyzing temperature gradients in the snowpack.
AvaLung Element,skiing,avalanche-safety-gear,Black Diamond,99.95,"Attachable to any AvaLung-ready pack and easily removable for 4-season pack usage, the Element is a proven snow-safety tool that significantly increases fresh air supply in an avalanche burial."
Rascal Snow Goggles - Boys',snowboarding,snowboard-goggles,Smith,25,Kids should have a blast when they're learning to shred. The boys' Smith Rascal goggles make that happen with a Fog-X inner lens treatment that absorbs moisture and fights fog to deliver a clear view.
Index OTG Snow Goggles,snowboarding,snowboard-goggles,Giro,80,"Built specifically for skiers and snowboarders who wear glasses, the Giro Index OTG snow goggles feature an Over-The-Glass design with extra volume to comfortably accommodate prescription frames."
Grade Snow Goggles - Boys',snowboarding,snowboard-goggles,Giro,40,"Packed with impressive performance features at a great price, the Giro Grade goggles for boys deliver a snug, comfortable fit and a fog-free lens for crystal-clear vision down the mountain."
Semi Snow Goggles,snowboarding,snowboard-goggles,Giro,80,"With the retro look of an injected cylindrical lens, the Giro Semi snow goggles are a medium-fit frame based on the popular Blok model. The minimalist frame design maximizes your peripheral view."
Discord Snow Helmet - Men's,snowboarding,snowboard-helmets,Giro,74.83,"With an innovative soft-shell design, the Giro Discord Snow Helmet expands your options for freestyle and expression in natural terrain with a precise fit and cooling ventilation."
Stellar MIPS Snow Helmet - Women's,snowboarding,snowboard-helmets,Giro,250,"Using a 2-piece shell and an integrated fit system, the revolutionary Giro Stellar MIPS helmet creates an adaptive fit that conforms to your head shape with the simple turn of a dial."
Holt Jr. Snow Helmet - Kids',snowboarding,snowboard-helmets,Smith,60,"From the terrain park to the backcountry, the newly redesigned Holt Jr. wraps young noggins with smooth styling and a self-adjusting fit system for all-day comfort on the slopes."
Nine Jr. MIPS Snow Helmet - Girls',snowboarding,snowboard-helmets,Giro,110,"Now available with MIPS technology, the redesigned Giro Nine Jr. Snow Helmet for girls offers advanced protection without sacrificing its lightweight profile and customizable venting."
"Drive ""Jones"" Snowboard Bindings - Men's - 2017/2018",snowboarding,snowboard-bindings,Now,329,"Designed by big-mountain legend Jeremy Jones, the Now Drive ""Jones"" snowboard bindings feature widened heel cups that lend lateral flex, plus light carbon posts that offer a solid yet responsive ride."
Lexa EST Snowboard Bindings - Women's - 2017/2018,snowboarding,snowboard-bindings,Burton,299.95,"An enduring favorite among pro riders and weekend warriors alike, the women's Burton Lexa EST snowboard bindings offer expert-level control for experiencing the entire mountain."
Cartel EST Snowboard Bindings - Men's - 2017/2018,snowboarding,snowboard-bindings,Burton,279.95,Snag pressure-free comfort and increased flexibility from the new strap design and lightweight Living Hinge highbacks on the Burton Cartel EST snowboard bindings with dual-component EST baseplates.
Mission Smalls Snowboard Bindings - Boys' - 2017/2018,snowboarding,snowboard-bindings,Burton,139.95,"Burton Mission Smalls boys' snowboard bindings offer the same all-mountain performance and strength as their big brother, in a package that's been perfected for younger rippers."
Imperial Snowboard Boots - Men's - 2017/2018,snowboarding,snowboard-boots,Burton,339.95,"Drawing inspiration from surfing and skateboarding, the Burton Imperial snowboard boots are stiff-flexing, high-performing boots, equipped with impact-damping tech and grippy Vibram&#174; outsoles."
Grom Boa Snowboard Boots - Girls' - 2015/2016,snowboarding,snowboard-boots,Burton,65.93,"These girls' snowboard boots enhance pint-sized progression for your little rider, and offer expandable sizing that grows as she does."
Binary Boa Snowboard Boots - Women's - 2017/2018,snowboarding,snowboard-boots,thirtytwo,309.95,"The thirtytwo Binary Boa snowboard boots get a refresh with Performance Fit liners built with dual-density, heat-moldable Intuition&#174; foam for a precise fit. Medium flex gives you a terrific ride."
STW Boa Snowboard Boots - Men's - 2017/2018,snowboarding,snowboard-boots,thirtytwo,199.95,STW Boa snowboard boots from thirtytwo are soft flexing and made for novice to intermediate riders linking turns and popping ollies. Boa Coiler lacing gives you a quick and perfect fit every time.
Coda Rocker Snowboard - Men's - 2017/2018,snowboarding,snowboards,Arbor,549.95,"If big mountains are your waves, the Coda Rocker is your surfboard. Made for experienced freeriders, it offers serious float in powder and all-mountain access, regardless of the conditions."
Hovercraft Snowboard - Women's - 2017/2018,snowboarding,snowboards,Jones,529,"Supreme float and rally-carlike handling have earned the Jones Hovercraft women's snowboard a cult following. Riders swear by its nimble maneuverability as it deftly handles blower, crud or crust."
Hovercraft Snowboard - Men's - 2017/2018,snowboarding,snowboards,Jones,529,"Supreme float and rally-carlike handling have earned the Jones Hovercraft a cult following. Riders around the world swear by its nimble maneuverability as it handles blower, crud or crust alike."
Mercury Snowboard - Men's - 2017/2018,snowboarding,snowboards,Capita,441.93,"From pow to park laps, the Capita Mercury is designed for power when you want it and float when you need it. With a high-speed sintered base, this snowboard takes your riding out of this world."
Corsa Ice Axe,climbing,mountaineering-gear,C.A.M.P. USA,119.95,"Quite possibly the lightest ice axe in the world, C.A.M.P. USA&#174; Corsa excels at mountaineering, adventure racing and low-angle glacier travel."
XLC 470 Semi-Automatic Aluminum Crampons - Pair,climbing,mountaineering-gear,C.A.M.P. USA,119.93,"Designed for boots without toe welts, the C.A.M.P. USA XLC 470 Semi-Automatic Aluminum Crampons offer serious performance without the weight. They're the perfect choice for moderate glacier travel."
CR Crevasse Rescue Pulley,climbing,mountaineering-gear,SMC,15.95,"As one of the strongest and lightest pulleys available, the SMC CR Crevasse Rescue pulley provides the mechanical advantage you need in the unlikely event you must haul your partner out of a crevasse."
Rescue Pulley,climbing,mountaineering-gear,Petzl,54.95,The strong and efficient Petzl Rescue pulley is built tough to handle regular use hauling heavy loads.
Chemical Snow Pants - Men's,skiing,ski-clothing,Flylow,244.93,"Flylow Chemical men's snow pants combine rugged lines and a clean design with modern performance tech like articulated knees, waterproof zips, ample thigh venting and reinforced knees/cuffs."
Andessa Insulated Jacket - Women's,skiing,ski-clothing,Arc'teryx,611.93,You'll never sit through another bone-chilling chairlift ride with the Arc'teryx Andessa insulated jacket. It has goose down and polyester insulation and a dependable Gore-Tex&#174; waterproof shell.
Sidewinder SV Jacket - Men's,skiing,ski-clothing,Arc'teryx,506.93,"Exceptionally durable, lightweight and breathable, the Arc'teryx Sidewinder SV Jacket has a layer-friendly expedition fit with articulated e3D patterning for easy movement on backcountry tours."
Bugaboo Interchangeable 3-in-1 Jacket - Girls',skiing,ski-clothing,Columbia,83.93,"The girls' Columbia Bugaboo Interchange 3-in-1 jacket wraps your young outdoor enthusiast in a waterproof, windproof and warm barrier while she ventures out into cold, wet weather."
Catacomb Crest Interchange 3-in-1 Jacket - Men's,skiing,ski-clothing,Columbia,238.93,"Combining a waterproof/breathable shell with a heat-reflective polyester/down liner, the Columbia Catacomb Crest Interchange 3-in-1 jacket provides an especially robust defense against winter weather."
Homewood Mountain Resort Adult Lift Ticket,skiing,ski-accessories,None,65.99,"REI Members, save on your next ride to the top! We partnered with Homewood Mountain Resort to offer a great adult lift ticket discount&#8212;this one has no blackout dates!"
AvaLung II,skiing,ski-accessories,Black Diamond,129.95,"AvaLung II&#8482; is a remarkable filtration device that draws air directly from the snowpack, allowing you to breathe if trapped in an avalanche."
Pats Peak Ski Area Junior All Mountain Lift Ticket,skiing,ski-accessories,None,39.99,"REI Members, save on your next ride to the top! We’ve partnered with Pats Peak ski area to offer a discount on all-mountain lift tickets for juniors this season, available online or at your local REI."
Stealth Probe - 270cm,skiing,ski-accessories,Backcountry Access,59.95,"Built to withstand regular practice sessions and frequent trips into the backcountry, the Backcountry Access Stealth 270 Probe features the Stealth Quick-lock mechanism for easy, fast assembly."
Snowflake Snowshoes - Toddlers',snowshoeing,snowshoes,Tubbs,39.95,"Designed for the youngest snowshoers (3 - 6 years old), Tubbs Snowflake is a great introduction to snowshoeing. The fun design has an easy 2-step binding and a sticker pack that customizes them."
Hikr Snowshoes,snowshoeing,snowshoes,Fimbulvetr,270,"These robust, ergonomic and progressive snowshoes are made in Norway for backcountry professionals, so you know they can handle your snow-covered adventures."
Blizzard II 825 Snowshoes - Women's,snowshoeing,snowshoes,Louis Garneau,199.95,Stride with confidence on rolling terrain and groomed trails in these snowshoes for women that let you enjoy varied snow conditions whether you're a beginner or an expert.
Blizzard II 822 Snowshoes - Women's,snowshoeing,snowshoes,Louis Garneau,199.95,Stride with confidence on rolling terrain and groomed trails in these Blizzard II 822 snowshoes for women. They let you enjoy varied snow conditions whether you're a beginner or an expert.
Roadtripper Duffel – 140L,fitness,exercise-equipment-and-electronics,REI Co-op,69.95,"With a new shape that’s easier to fit into your trunk or rooftop box, the 140L REI Co-op Roadtripper duffel is roomy, easy to carry and packs down into its own side pocket for easy storage."
Aria 2 Wi-Fi Smart Scale,fitness,exercise-equipment-and-electronics,Fitbit,129.95,"While most common scales only measure your weight, the Fitbit Aria 2 Wi-Fi Smart scale tracks weight along with your body fat percentage, lean mass and BMI."
Base Camp Duffel - XX-Large,fitness,exercise-equipment-and-electronics,The North Face,185,"A super-tough expedition duffel from The North Face, the XX-Large Base Camp duffel offers 150 liters of packing volume, all the features you need, and legendary durability."
H10 Heart Rate Sensor Chest Strap,fitness,exercise-equipment-and-electronics,Polar,89.95,"Building on the legacy of Polar heart rate technology, the H10 is set to be the standard upon which consistent, accurate heart rate recording is based."
Sidewinder SV Jacket - Men's,snowboarding,snowboard-clothing,Arc'teryx,506.93,"Exceptionally durable, lightweight and breathable, the Arc'teryx Sidewinder SV Jacket has a layer-friendly expedition fit with articulated e3D patterning for easy movement on backcountry tours."
Bugaboo Interchangeable 3-in-1 Jacket - Girls',snowboarding,snowboard-clothing,Columbia,83.93,"The girls' Columbia Bugaboo Interchange 3-in-1 jacket wraps your young outdoor enthusiast in a waterproof, windproof and warm barrier while she ventures out into cold, wet weather."
Merino Midweight Base Layer Top - Women's,snowboarding,snowboard-clothing,REI Co-op,79.5,"Soft, breathable merino wool makes the women's REI merino midweight base layer top an ideal first layer for high-performance cold-weather activities."
Refuge Snow Pants - Men's,snowboarding,snowboard-clothing,Marmot,139.93,"Hurtle downhill with the comfort, maneuverability and durability of the men's Marmot Refuge snow pants. Featuring waterproof, breathable fabric, gaiters and scuff guards, they're designed to last."
Alpine Alliance II Interchange 3-in-1 Jacket - Women's Plus Sizes,snowboarding,snowboard-clothing,Columbia,199.93,"Keep your options open in unpredictable weather with the women's Columbia Alpine Alliance II Interchange 3-in-1 jacket. Wear the waterproof shell or warm liner, or combine them for serious protection."
Connect Split Kit Adaptor,snowboarding,snowboard-accessories,Karakoram,200,The easiest way to step into the backcountry is to turn your Karakoram Connect bindings (sold separately) into high-performance splitboard bindings.
Ibex Split Board Crampons,snowboarding,snowboard-accessories,Spark R&D,100,"The Spark R&D Ibex splitboard crampons are designed to work seamlessly with all Tesla, Tesla T1 and Burton Hitchhiker binding systems, giving you 4WD-like traction on steep, hardpack inclines."
Stealth 240 Avalanche Probe,snowboarding,snowboard-accessories,Backcountry Access,49.95,The light and compact Backcountry Access Stealth 240 avalanche probe is an absolute essential for backcountry travel on your winter adventures.
Monarch Mountain Resort Lift Ticket - Adult,snowboarding,snowboard-accessories,None,63.99,"REI Members, save on your next ride to the top! We partnered with Monarch Mountain ski resort to offer a great adult lift ticket discount&#8212;this one has no blackout dates!"
Sierra-at-Tahoe Resort Adult Lift Ticket,snowboarding,snowboard-accessories,None,84.99,"REI Members, save on your next ride to the top! We partnered with Sierra-at-Tahoe resort to offer a great adult lift ticket discount. Best part: no blackout dates!"
